date,river_discharge_m3s,location
2016-05-21 16:00:00,32.11311,Petaling
2016-05-22 16:00:00,26.41574,Petaling
2016-05-23 16:00:00,23.2661,Petaling
2016-05-24 16:00:00,20.9786,Petaling
2016-05-25 16:00:00,18.142557,Petaling
2016-05-26 16:00:00,17.79317,Petaling
2016-05-27 16:00:00,15.481625,Petaling
2016-05-28 16:00:00,18.543394,Petaling
2016-05-29 16:00:00,15.826738,Petaling
2016-05-30 16:00:00,12.001695,Petaling
2016-05-31 16:00:00,10.561121,Petaling
2016-06-01 16:00:00,8.727471,Petaling
2016-06-02 16:00:00,12.963683,Petaling
2016-06-03 16:00:00,23.210287,Petaling
2016-06-04 16:00:00,19.137243,Petaling
2016-06-05 16:00:00,19.6063,Petaling
2016-06-06 16:00:00,17.155155,Petaling
2016-06-07 16:00:00,14.031422,Petaling
2016-06-08 16:00:00,13.028135,Petaling
2016-06-09 16:00:00,12.06171,Petaling
2016-06-10 16:00:00,11.793813,Petaling
2016-06-11 16:00:00,13.588143,Petaling
2016-06-12 16:00:00,14.99558,Petaling
2016-06-13 16:00:00,12.583135,Petaling
2016-06-14 16:00:00,11.050359,Petaling
2016-06-15 16:00:00,8.57194,Petaling
2016-06-16 16:00:00,34.399734,Petaling
2016-06-17 16:00:00,40.68694,Petaling
2016-06-18 16:00:00,30.33286,Petaling
2016-06-19 16:00:00,25.061537,Petaling
2016-06-20 16:00:00,19.090927,Petaling
2016-06-21 16:00:00,14.488168,Petaling
2016-06-22 16:00:00,11.302689,Petaling
2016-06-23 16:00:00,8.885531,Petaling
2016-06-24 16:00:00,8.099133,Petaling
2016-06-25 16:00:00,6.852356,Petaling
2016-06-26 16:00:00,5.2230034,Petaling
2016-06-27 16:00:00,3.841724,Petaling
2016-06-28 16:00:00,2.7325017,Petaling
2016-06-29 16:00:00,1.9991624,Petaling
2016-06-30 16:00:00,1.6424086,Petaling
2016-07-01 16:00:00,1.4547088,Petaling
2016-07-02 16:00:00,1.3442287,Petaling
2016-07-03 16:00:00,1.2490547,Petaling
2016-07-04 16:00:00,1.1727014,Petaling
2016-07-05 16:00:00,4.093309,Petaling
2016-07-06 16:00:00,4.407543,Petaling
2016-07-07 16:00:00,7.491805,Petaling
2016-07-08 16:00:00,6.12853,Petaling
2016-07-09 16:00:00,5.918309,Petaling
2016-07-10 16:00:00,6.744618,Petaling
2016-07-11 16:00:00,5.251727,Petaling
2016-07-12 16:00:00,5.652732,Petaling
2016-07-13 16:00:00,12.583135,Petaling
2016-07-14 16:00:00,10.45513,Petaling
2016-07-15 16:00:00,9.471285,Petaling
2016-07-16 16:00:00,26.41574,Petaling
2016-07-17 16:00:00,39.926064,Petaling
2016-07-18 16:00:00,43.977985,Petaling
2016-07-19 16:00:00,30.33286,Petaling
2016-07-20 16:00:00,28.04023,Petaling
2016-07-21 16:00:00,32.18945,Petaling
2016-07-22 16:00:00,55.62393,Petaling
2016-07-23 16:00:00,50.999596,Petaling
2016-07-24 16:00:00,44.28976,Petaling
2016-07-25 16:00:00,32.419506,Petaling
2016-07-26 16:00:00,24.58586,Petaling
2016-07-27 16:00:00,22.659195,Petaling
2016-07-28 16:00:00,20.67704,Petaling
2016-07-29 16:00:00,17.879915,Petaling
2016-07-30 16:00:00,15.982437,Petaling
2016-07-31 16:00:00,15.143583,Petaling
2016-08-01 16:00:00,12.365956,Petaling
2016-08-02 16:00:00,9.592537,Petaling
2016-08-03 16:00:00,7.279421,Petaling
2016-08-04 16:00:00,5.486344,Petaling
2016-08-05 16:00:00,4.3703184,Petaling
2016-08-06 16:00:00,3.4977984,Petaling
2016-08-07 16:00:00,2.7068074,Petaling
2016-08-08 16:00:00,2.0338912,Petaling
2016-08-09 16:00:00,1.5644841,Petaling
2016-08-10 16:00:00,1.9376497,Petaling
2016-08-11 16:00:00,8.616122,Petaling
2016-08-12 16:00:00,14.848933,Petaling
2016-08-13 16:00:00,12.182568,Petaling
2016-08-14 16:00:00,8.204495,Petaling
2016-08-15 16:00:00,5.353309,Petaling
2016-08-16 16:00:00,3.581419,Petaling
2016-08-17 16:00:00,4.9979105,Petaling
2016-08-18 16:00:00,7.413952,Petaling
2016-08-19 16:00:00,8.183326,Petaling
2016-08-20 16:00:00,6.464488,Petaling
2016-08-21 16:00:00,5.4120955,Petaling
2016-08-22 16:00:00,4.1286135,Petaling
2016-08-23 16:00:00,4.61048,Petaling
2016-08-24 16:00:00,4.623413,Petaling
2016-08-25 16:00:00,13.2889385,Petaling
2016-08-26 16:00:00,10.64126,Petaling
2016-08-27 16:00:00,6.925013,Petaling
2016-08-28 16:00:00,5.0394864,Petaling
2016-08-29 16:00:00,6.3282456,Petaling
2016-08-30 16:00:00,5.6069345,Petaling
2016-08-31 16:00:00,7.2985086,Petaling
2016-09-01 16:00:00,26.797132,Petaling
2016-09-02 16:00:00,23.434307,Petaling
2016-09-03 16:00:00,17.155155,Petaling
2016-09-04 16:00:00,18.633602,Petaling
2016-09-05 16:00:00,17.62087,Petaling
2016-09-06 16:00:00,17.879915,Petaling
2016-09-07 16:00:00,22.713737,Petaling
2016-09-08 16:00:00,23.945944,Petaling
2016-09-09 16:00:00,17.663797,Petaling
2016-09-10 16:00:00,15.292961,Petaling
2016-09-11 16:00:00,11.852865,Petaling
2016-09-12 16:00:00,9.115794,Petaling
2016-09-13 16:00:00,8.93116,Petaling
2016-09-14 16:00:00,8.682778,Petaling
2016-09-15 16:00:00,7.203515,Petaling
2016-09-16 16:00:00,5.3973484,Petaling
2016-09-17 16:00:00,3.8083935,Petaling
2016-09-18 16:00:00,2.6307805,Petaling
2016-09-19 16:00:00,1.9716659,Petaling
2016-09-20 16:00:00,1.6181831,Petaling
2016-09-21 16:00:00,2.5892193,Petaling
2016-09-22 16:00:00,2.6140988,Petaling
2016-09-23 16:00:00,2.0831878,Petaling
2016-09-24 16:00:00,1.8575904,Petaling
2016-09-25 16:00:00,1.9512093,Petaling
2016-09-26 16:00:00,1.7605779,Petaling
2016-09-27 16:00:00,1.432204,Petaling
2016-09-28 16:00:00,2.2210689,Petaling
2016-09-29 16:00:00,3.008667,Petaling
2016-09-30 16:00:00,4.3703184,Petaling
2016-10-01 16:00:00,4.3333488,Petaling
2016-10-02 16:00:00,3.2072663,Petaling
2016-10-03 16:00:00,2.2284942,Petaling
2016-10-04 16:00:00,1.6546056,Petaling
2016-10-05 16:00:00,1.4831331,Petaling
2016-10-06 16:00:00,7.6896048,Petaling
2016-10-07 16:00:00,24.118862,Petaling
2016-10-08 16:00:00,16.538803,Petaling
2016-10-09 16:00:00,10.168632,Petaling
2016-10-10 16:00:00,7.336812,Petaling
2016-10-11 16:00:00,5.9502435,Petaling
2016-10-12 16:00:00,5.2230034,Petaling
2016-10-13 16:00:00,3.8083935,Petaling
2016-10-14 16:00:00,2.6140988,Petaling
2016-10-15 16:00:00,2.0831878,Petaling
2016-10-16 16:00:00,4.1522865,Petaling
2016-10-17 16:00:00,7.531001,Petaling
2016-10-18 16:00:00,7.375293,Petaling
2016-10-19 16:00:00,6.550923,Petaling
2016-10-20 16:00:00,4.9429216,Petaling
2016-10-21 16:00:00,7.3946,Petaling
2016-10-22 16:00:00,20.379623,Petaling
2016-10-23 16:00:00,12.835665,Petaling
2016-10-24 16:00:00,7.2985086,Petaling
2016-10-25 16:00:00,5.251727,Petaling
2016-10-26 16:00:00,7.4333477,Petaling
2016-10-27 16:00:00,19.558905,Petaling
2016-10-28 16:00:00,22.713737,Petaling
2016-10-29 16:00:00,25.853445,Petaling
2016-10-30 16:00:00,45.2381,Petaling
2016-10-31 16:00:00,32.573765,Petaling
2016-11-01 16:00:00,30.841976,Petaling
2016-11-02 16:00:00,31.359364,Petaling
2016-11-03 16:00:00,30.477486,Petaling
2016-11-04 16:00:00,24.409725,Petaling
2016-11-05 16:00:00,20.478306,Petaling
2016-11-06 16:00:00,23.66039,Petaling
2016-11-07 16:00:00,24.822598,Petaling
2016-11-08 16:00:00,28.853828,Petaling
2016-11-09 16:00:00,41.07266,Petaling
2016-11-10 16:00:00,58.429222,Petaling
2016-11-11 16:00:00,61.51727,Petaling
2016-11-12 16:00:00,52.703182,Petaling
2016-11-13 16:00:00,62.53309,Petaling
2016-11-14 16:00:00,59.953686,Petaling
2016-11-15 16:00:00,58.15616,Petaling
2016-11-16 16:00:00,52.21082,Petaling
2016-11-17 16:00:00,41.46196,Petaling
2016-11-18 16:00:00,52.579662,Petaling
2016-11-19 16:00:00,59.255955,Petaling
2016-11-20 16:00:00,47.30588,Petaling
2016-11-21 16:00:00,41.364296,Petaling
2016-11-22 16:00:00,41.46196,Petaling
2016-11-23 16:00:00,40.975903,Petaling
2016-11-24 16:00:00,45.13176,Petaling
2016-11-25 16:00:00,43.055492,Petaling
2016-11-26 16:00:00,79.90959,Petaling
2016-11-27 16:00:00,61.086903,Petaling
2016-11-28 16:00:00,68.823235,Petaling
2016-11-29 16:00:00,66.60831,Petaling
2016-11-30 16:00:00,50.76068,Petaling
2016-12-01 16:00:00,70.12135,Petaling
2016-12-02 16:00:00,74.509224,Petaling
2016-12-03 16:00:00,62.973484,Petaling
2016-12-04 16:00:00,48.888443,Petaling
2016-12-05 16:00:00,37.815037,Petaling
2016-12-06 16:00:00,30.045595,Petaling
2016-12-07 16:00:00,24.822598,Petaling
2016-12-08 16:00:00,20.877619,Petaling
2016-12-09 16:00:00,27.313921,Petaling
2016-12-10 16:00:00,40.495407,Petaling
2016-12-11 16:00:00,35.4754,Petaling
2016-12-12 16:00:00,25.730066,Petaling
2016-12-13 16:00:00,19.323568,Petaling
2016-12-14 16:00:00,15.069412,Petaling
2016-12-15 16:00:00,11.912191,Petaling
2016-12-16 16:00:00,9.303862,Petaling
2016-12-17 16:00:00,8.840111,Petaling
2016-12-18 16:00:00,9.2093935,Petaling
2016-12-19 16:00:00,18.186687,Petaling
2016-12-20 16:00:00,17.197008,Petaling
2016-12-21 16:00:00,12.867557,Petaling
2016-12-22 16:00:00,29.69022,Petaling
2016-12-23 16:00:00,32.96253,Petaling
2016-12-24 16:00:00,32.34264,Petaling
2016-12-25 16:00:00,27.119009,Petaling
2016-12-26 16:00:00,26.289778,Petaling
2016-12-27 16:00:00,45.025658,Petaling
2016-12-28 16:00:00,33.514374,Petaling
2016-12-29 16:00:00,23.774223,Petaling
2016-12-30 16:00:00,18.142557,Petaling
2016-12-31 16:00:00,54.462566,Petaling
2017-01-01 16:00:00,47.194775,Petaling
2017-01-02 16:00:00,58.56621,Petaling
2017-01-03 16:00:00,47.08394,Petaling
2017-01-04 16:00:00,33.914032,Petaling
2017-01-05 16:00:00,25.546057,Petaling
2017-01-06 16:00:00,19.941124,Petaling
2017-01-07 16:00:00,16.418072,Petaling
2017-01-08 16:00:00,13.521114,Petaling
2017-01-09 16:00:00,10.776059,Petaling
2017-01-10 16:00:00,8.462372,Petaling
2017-01-11 16:00:00,7.1283054,Petaling
2017-01-12 16:00:00,5.9342585,Petaling
2017-01-13 16:00:00,6.9983425,Petaling
2017-01-14 16:00:00,9.592537,Petaling
2017-01-15 16:00:00,10.694993,Petaling
2017-01-16 16:00:00,8.817479,Petaling
2017-01-17 16:00:00,16.90606,Petaling
2017-01-18 16:00:00,20.67704,Petaling
2017-01-19 16:00:00,43.668358,Petaling
2017-01-20 16:00:00,67.86524,Petaling
2017-01-21 16:00:00,50.88001,Petaling
2017-01-22 16:00:00,42.853065,Petaling
2017-01-23 16:00:00,80.096115,Petaling
2017-01-24 16:00:00,92.32544,Petaling
2017-01-25 16:00:00,71.110756,Petaling
2017-01-26 16:00:00,71.27698,Petaling
2017-01-27 16:00:00,62.82634,Petaling
2017-01-28 16:00:00,46.4242,Petaling
2017-01-29 16:00:00,35.559475,Petaling
2017-01-30 16:00:00,37.370724,Petaling
2017-01-31 16:00:00,35.728233,Petaling
2017-02-01 16:00:00,59.394867,Petaling
2017-02-02 16:00:00,46.75293,Petaling
2017-02-03 16:00:00,34.399734,Petaling
2017-02-04 16:00:00,27.707802,Petaling
2017-02-05 16:00:00,23.322042,Petaling
2017-02-06 16:00:00,19.796965,Petaling
2017-02-07 16:00:00,19.701412,Petaling
2017-02-08 16:00:00,16.82379,Petaling
2017-02-09 16:00:00,13.588143,Petaling
2017-02-10 16:00:00,11.387967,Petaling
2017-02-11 16:00:00,9.814341,Petaling
2017-02-12 16:00:00,8.036494,Petaling
2017-02-13 16:00:00,9.616956,Petaling
2017-02-14 16:00:00,8.225714,Petaling
2017-02-15 16:00:00,8.099133,Petaling
2017-02-16 16:00:00,6.4131026,Petaling
2017-02-17 16:00:00,4.5590425,Petaling
2017-02-18 16:00:00,3.1209755,Petaling
2017-02-19 16:00:00,2.8725765,Petaling
2017-02-20 16:00:00,2.935501,Petaling
2017-02-21 16:00:00,17.113401,Petaling
2017-02-22 16:00:00,19.044722,Petaling
2017-02-23 16:00:00,51.844532,Petaling
2017-02-24 16:00:00,50.88001,Petaling
2017-02-25 16:00:00,42.954163,Petaling
2017-02-26 16:00:00,46.643097,Petaling
2017-02-27 16:00:00,41.953644,Petaling
2017-02-28 16:00:00,38.35501,Petaling
2017-03-01 16:00:00,42.151905,Petaling
2017-03-02 16:00:00,57.21032,Petaling
2017-03-03 16:00:00,42.954163,Petaling
2017-03-04 16:00:00,32.651154,Petaling
2017-03-05 16:00:00,35.812897,Petaling
2017-03-06 16:00:00,38.536663,Petaling
2017-03-07 16:00:00,34.481335,Petaling
2017-03-08 16:00:00,26.41574,Petaling
2017-03-09 16:00:00,20.67704,Petaling
2017-03-10 16:00:00,16.538803,Petaling
2017-03-11 16:00:00,21.594357,Petaling
2017-03-12 16:00:00,18.860949,Petaling
2017-03-13 16:00:00,15.826738,Petaling
2017-03-14 16:00:00,15.86553,Petaling
2017-03-15 16:00:00,19.276829,Petaling
2017-03-16 16:00:00,23.66039,Petaling
2017-03-17 16:00:00,29.478947,Petaling
2017-03-18 16:00:00,42.451023,Petaling
2017-03-19 16:00:00,43.055492,Petaling
2017-03-20 16:00:00,30.841976,Petaling
2017-03-21 16:00:00,22.280912,Petaling
2017-03-22 16:00:00,18.453602,Petaling
2017-03-23 16:00:00,24.703957,Petaling
2017-03-24 16:00:00,34.727283,Petaling
2017-03-25 16:00:00,51.966343,Petaling
2017-03-26 16:00:00,40.975903,Petaling
2017-03-27 16:00:00,34.727283,Petaling
2017-03-28 16:00:00,41.07266,Petaling
2017-03-29 16:00:00,51.601723,Petaling
2017-03-30 16:00:00,46.4242,Petaling
2017-03-31 16:00:00,38.08409,Petaling
2017-04-01 16:00:00,41.266865,Petaling
2017-04-02 16:00:00,35.05787,Petaling
2017-04-03 16:00:00,29.130058,Petaling
2017-04-04 16:00:00,24.409725,Petaling
2017-04-05 16:00:00,20.330448,Petaling
2017-04-06 16:00:00,18.453602,Petaling
2017-04-07 16:00:00,18.769697,Petaling
2017-04-08 16:00:00,21.284353,Petaling
2017-04-09 16:00:00,41.559837,Petaling
2017-04-10 16:00:00,36.4973,Petaling
2017-04-11 16:00:00,56.94287,Petaling
2017-04-12 16:00:00,54.080776,Petaling
2017-04-13 16:00:00,46.643097,Petaling
2017-04-14 16:00:00,38.08409,Petaling
2017-04-15 16:00:00,42.25139,Petaling
2017-04-16 16:00:00,33.43499,Petaling
2017-04-17 16:00:00,26.861216,Petaling
2017-04-18 16:00:00,24.409725,Petaling
2017-04-19 16:00:00,31.508728,Petaling
2017-04-20 16:00:00,47.08394,Petaling
2017-04-21 16:00:00,42.853065,Petaling
2017-04-22 16:00:00,39.550858,Petaling
2017-04-23 16:00:00,30.550043,Petaling
2017-04-24 16:00:00,30.477486,Petaling
2017-04-25 16:00:00,38.536663,Petaling
2017-04-26 16:00:00,40.783043,Petaling
2017-04-27 16:00:00,37.370724,Petaling
2017-04-28 16:00:00,40.783043,Petaling
2017-04-29 16:00:00,45.77351,Petaling
2017-04-30 16:00:00,42.853065,Petaling
2017-05-01 16:00:00,43.668358,Petaling
2017-05-02 16:00:00,41.07266,Petaling
2017-05-03 16:00:00,57.479004,Petaling
2017-05-04 16:00:00,54.462566,Petaling
2017-05-05 16:00:00,45.77351,Petaling
2017-05-06 16:00:00,38.35501,Petaling
2017-05-07 16:00:00,40.304756,Petaling
2017-05-08 16:00:00,36.23917,Petaling
2017-05-09 16:00:00,38.264492,Petaling
2017-05-10 16:00:00,37.370724,Petaling
2017-05-11 16:00:00,32.651154,Petaling
2017-05-12 16:00:00,26.861216,Petaling
2017-05-13 16:00:00,23.210287,Petaling
2017-05-14 16:00:00,30.33286,Petaling
2017-05-15 16:00:00,27.840317,Petaling
2017-05-16 16:00:00,25.001593,Petaling
2017-05-17 16:00:00,25.546057,Petaling
2017-05-18 16:00:00,25.730066,Petaling
2017-05-19 16:00:00,29.26913,Petaling
2017-05-20 16:00:00,30.405085,Petaling
2017-05-21 16:00:00,39.271706,Petaling
2017-05-22 16:00:00,37.90452,Petaling
2017-05-23 16:00:00,32.72873,Petaling
2017-05-24 16:00:00,35.4754,Petaling
2017-05-25 16:00:00,29.902954,Petaling
2017-05-26 16:00:00,24.644842,Petaling
2017-05-27 16:00:00,19.749136,Petaling
2017-05-28 16:00:00,19.9894,Petaling
2017-05-29 16:00:00,27.510185,Petaling
2017-05-30 16:00:00,31.658787,Petaling
2017-05-31 16:00:00,28.922644,Petaling
2017-06-01 16:00:00,22.280912,Petaling
2017-06-02 16:00:00,17.113401,Petaling
2017-06-03 16:00:00,13.421155,Petaling
2017-06-04 16:00:00,11.416523,Petaling
2017-06-05 16:00:00,9.471285,Petaling
2017-06-06 16:00:00,7.5901356,Petaling
2017-06-07 16:00:00,5.8706846,Petaling
2017-06-08 16:00:00,8.840111,Petaling
2017-06-09 16:00:00,9.616956,Petaling
2017-06-10 16:00:00,13.060475,Petaling
2017-06-11 16:00:00,16.418072,Petaling
2017-06-12 16:00:00,13.028135,Petaling
2017-06-13 16:00:00,17.79317,Petaling
2017-06-14 16:00:00,15.330523,Petaling
2017-06-15 16:00:00,18.58845,Petaling
2017-06-16 16:00:00,20.330448,Petaling
2017-06-17 16:00:00,27.906797,Petaling
2017-06-18 16:00:00,29.478947,Petaling
2017-06-19 16:00:00,21.961483,Petaling
2017-06-20 16:00:00,15.904411,Petaling
2017-06-21 16:00:00,11.882496,Petaling
2017-06-22 16:00:00,14.848933,Petaling
2017-06-23 16:00:00,13.454396,Petaling
2017-06-24 16:00:00,13.125375,Petaling
2017-06-25 16:00:00,14.205477,Petaling
2017-06-26 16:00:00,16.060823,Petaling
2017-06-27 16:00:00,14.5238695,Petaling
2017-06-28 16:00:00,12.803843,Petaling
2017-06-29 16:00:00,10.350107,Petaling
2017-06-30 16:00:00,7.87156,Petaling
2017-07-01 16:00:00,9.351421,Petaling
2017-07-02 16:00:00,13.55459,Petaling
2017-07-03 16:00:00,11.387967,Petaling
2017-07-04 16:00:00,10.350107,Petaling
2017-07-05 16:00:00,11.133888,Petaling
2017-07-06 16:00:00,17.155155,Petaling
2017-07-07 16:00:00,25.242188,Petaling
2017-07-08 16:00:00,20.08628,Petaling
2017-07-09 16:00:00,18.633602,Petaling
2017-07-10 16:00:00,24.763212,Petaling
2017-07-11 16:00:00,26.039587,Petaling
2017-07-12 16:00:00,20.379623,Petaling
2017-07-13 16:00:00,21.646444,Petaling
2017-07-14 16:00:00,26.41574,Petaling
2017-07-15 16:00:00,19.84491,Petaling
2017-07-16 16:00:00,14.135611,Petaling
2017-07-17 16:00:00,10.45513,Petaling
2017-07-18 16:00:00,7.9536486,Petaling
2017-07-19 16:00:00,6.12853,Petaling
2017-07-20 16:00:00,4.623413,Petaling
2017-07-21 16:00:00,3.487454,Petaling
2017-07-22 16:00:00,2.810658,Petaling
2017-07-23 16:00:00,2.311311,Petaling
2017-07-24 16:00:00,2.5974934,Petaling
2017-07-25 16:00:00,2.4040818,Petaling
2017-07-26 16:00:00,2.4197943,Petaling
2017-07-27 16:00:00,2.4040818,Petaling
2017-07-28 16:00:00,2.7670379,Petaling
2017-07-29 16:00:00,2.4994519,Petaling
2017-07-30 16:00:00,9.616956,Petaling
2017-07-31 16:00:00,15.86553,Petaling
2017-08-01 16:00:00,21.080046,Petaling
2017-08-02 16:00:00,20.478306,Petaling
2017-08-03 16:00:00,21.803423,Petaling
2017-08-04 16:00:00,19.941124,Petaling
2017-08-05 16:00:00,14.922088,Petaling
2017-08-06 16:00:00,15.481625,Petaling
2017-08-07 16:00:00,16.33804,Petaling
2017-08-08 16:00:00,33.59394,Petaling
2017-08-09 16:00:00,27.906797,Petaling
2017-08-10 16:00:00,26.54229,Petaling
2017-08-11 16:00:00,33.355797,Petaling
2017-08-12 16:00:00,37.994194,Petaling
2017-08-13 16:00:00,32.036957,Petaling
2017-08-14 16:00:00,41.364296,Petaling
2017-08-15 16:00:00,39.45759,Petaling
2017-08-16 16:00:00,29.69022,Petaling
2017-08-17 16:00:00,22.659195,Petaling
2017-08-18 16:00:00,19.653805,Petaling
2017-08-19 16:00:00,17.197008,Petaling
2017-08-20 16:00:00,17.155155,Petaling
2017-08-21 16:00:00,17.238958,Petaling
2017-08-22 16:00:00,15.143583,Petaling
2017-08-23 16:00:00,12.001695,Petaling
2017-08-24 16:00:00,11.189895,Petaling
2017-08-25 16:00:00,9.864257,Petaling
2017-08-26 16:00:00,10.776059,Petaling
2017-08-27 16:00:00,13.521114,Petaling
2017-08-28 16:00:00,15.982437,Petaling
2017-08-29 16:00:00,15.519621,Petaling
2017-08-30 16:00:00,15.982437,Petaling
2017-08-31 16:00:00,21.542395,Petaling
2017-09-01 16:00:00,20.67704,Petaling
2017-09-02 16:00:00,23.717241,Petaling
2017-09-03 16:00:00,56.016434,Petaling
2017-09-04 16:00:00,44.28976,Petaling
2017-09-05 16:00:00,52.579662,Petaling
2017-09-06 16:00:00,42.25139,Petaling
2017-09-07 16:00:00,42.25139,Petaling
2017-09-08 16:00:00,58.02011,Petaling
2017-09-09 16:00:00,55.363773,Petaling
2017-09-10 16:00:00,48.43107,Petaling
2017-09-11 16:00:00,39.179077,Petaling
2017-09-12 16:00:00,30.477486,Petaling
2017-09-13 16:00:00,26.861216,Petaling
2017-09-14 16:00:00,30.045595,Petaling
2017-09-15 16:00:00,39.364532,Petaling
2017-09-16 16:00:00,35.05787,Petaling
2017-09-17 16:00:00,44.919796,Petaling
2017-09-18 16:00:00,51.966343,Petaling
2017-09-19 16:00:00,64.61453,Petaling
2017-09-20 16:00:00,50.999596,Petaling
2017-09-21 16:00:00,38.902485,Petaling
2017-09-22 16:00:00,29.831877,Petaling
2017-09-23 16:00:00,23.490635,Petaling
2017-09-24 16:00:00,18.99862,Petaling
2017-09-25 16:00:00,15.672472,Petaling
2017-09-26 16:00:00,19.6063,Petaling
2017-09-27 16:00:00,21.335722,Petaling
2017-09-28 16:00:00,23.210287,Petaling
2017-09-29 16:00:00,22.44229,Petaling
2017-09-30 16:00:00,22.067474,Petaling
2017-10-01 16:00:00,22.823193,Petaling
2017-10-02 16:00:00,20.037783,Petaling
2017-10-03 16:00:00,15.292961,Petaling
2017-10-04 16:00:00,19.941124,Petaling
2017-10-05 16:00:00,16.988708,Petaling
2017-10-06 16:00:00,25.485,Petaling
2017-10-07 16:00:00,22.49633,Petaling
2017-10-08 16:00:00,22.38837,Petaling
2017-10-09 16:00:00,19.84491,Petaling
2017-10-10 16:00:00,25.18183,Petaling
2017-10-11 16:00:00,25.001593,Petaling
2017-10-12 16:00:00,26.289778,Petaling
2017-10-13 16:00:00,26.41574,Petaling
2017-10-14 16:00:00,20.232445,Petaling
2017-10-15 16:00:00,14.95879,Petaling
2017-10-16 16:00:00,11.331047,Petaling
2017-10-17 16:00:00,8.616122,Petaling
2017-10-18 16:00:00,6.5162287,Petaling
2017-10-19 16:00:00,4.8344507,Petaling
2017-10-20 16:00:00,3.6131754,Petaling
2017-10-21 16:00:00,2.6057863,Petaling
2017-10-22 16:00:00,1.9444218,Petaling
2017-10-23 16:00:00,1.5644841,Petaling
2017-10-24 16:00:00,2.981072,Petaling
2017-10-25 16:00:00,5.8706846,Petaling
2017-10-26 16:00:00,13.223288,Petaling
2017-10-27 16:00:00,18.99862,Petaling
2017-10-28 16:00:00,14.595524,Petaling
2017-10-29 16:00:00,32.651154,Petaling
2017-10-30 16:00:00,46.206306,Petaling
2017-10-31 16:00:00,49.466125,Petaling
2017-11-01 16:00:00,41.266865,Petaling
2017-11-02 16:00:00,38.627808,Petaling
2017-11-03 16:00:00,48.545025,Petaling
2017-11-04 16:00:00,66.29766,Petaling
2017-11-05 16:00:00,87.30798,Petaling
2017-11-06 16:00:00,68.50243,Petaling
2017-11-07 16:00:00,58.292534,Petaling
2017-11-08 16:00:00,45.66594,Petaling
2017-11-09 16:00:00,44.81419,Petaling
2017-11-10 16:00:00,59.673634,Petaling
2017-11-11 16:00:00,55.885292,Petaling
2017-11-12 16:00:00,52.579662,Petaling
2017-11-13 16:00:00,46.643097,Petaling
2017-11-14 16:00:00,40.591057,Petaling
2017-11-15 16:00:00,45.88134,Petaling
2017-11-16 16:00:00,45.66594,Petaling
2017-11-17 16:00:00,39.45759,Petaling
2017-11-18 16:00:00,37.10658,Petaling
2017-11-19 16:00:00,29.974197,Petaling
2017-11-20 16:00:00,23.66039,Petaling
2017-11-21 16:00:00,24.409725,Petaling
2017-11-22 16:00:00,25.668587,Petaling
2017-11-23 16:00:00,55.363773,Petaling
2017-11-24 16:00:00,66.60831,Petaling
2017-11-25 16:00:00,68.823235,Petaling
2017-11-26 16:00:00,59.953686,Petaling
2017-11-27 16:00:00,70.12135,Petaling
2017-11-28 16:00:00,70.9449,Petaling
2017-11-29 16:00:00,65.37431,Petaling
2017-11-30 16:00:00,57.61382,Petaling
2017-12-01 16:00:00,47.640724,Petaling
2017-12-02 16:00:00,40.591057,Petaling
2017-12-03 16:00:00,39.364532,Petaling
2017-12-04 16:00:00,39.364532,Petaling
2017-12-05 16:00:00,33.59394,Petaling
2017-12-06 16:00:00,26.797132,Petaling
2017-12-07 16:00:00,38.994476,Petaling
2017-12-08 16:00:00,41.85485,Petaling
2017-12-09 16:00:00,35.728233,Petaling
2017-12-10 16:00:00,32.806488,Petaling
2017-12-11 16:00:00,35.559475,Petaling
2017-12-12 16:00:00,33.59394,Petaling
2017-12-13 16:00:00,27.248798,Petaling
2017-12-14 16:00:00,21.233099,Petaling
2017-12-15 16:00:00,16.947334,Petaling
2017-12-16 16:00:00,14.81248,Petaling
2017-12-17 16:00:00,12.273946,Petaling
2017-12-18 16:00:00,9.914403,Petaling
2017-12-19 16:00:00,8.817479,Petaling
2017-12-20 16:00:00,8.015711,Petaling
2017-12-21 16:00:00,6.585776,Petaling
2017-12-22 16:00:00,6.1944895,Petaling
2017-12-23 16:00:00,8.462372,Petaling
2017-12-24 16:00:00,17.238958,Petaling
2017-12-25 16:00:00,33.833736,Petaling
2017-12-26 16:00:00,30.188892,Petaling
2017-12-27 16:00:00,21.594357,Petaling
2017-12-28 16:00:00,21.908678,Petaling
2017-12-29 16:00:00,31.658787,Petaling
2017-12-30 16:00:00,31.136604,Petaling
2017-12-31 16:00:00,25.791681,Petaling
2018-01-01 16:00:00,45.13176,Petaling
2018-01-02 16:00:00,42.351086,Petaling
2018-01-03 16:00:00,80.096115,Petaling
2018-01-04 16:00:00,68.823235,Petaling
2018-01-05 16:00:00,56.41164,Petaling
2018-01-06 16:00:00,42.65158,Petaling
2018-01-07 16:00:00,33.355797,Petaling
2018-01-08 16:00:00,37.6367,Petaling
2018-01-09 16:00:00,36.32502,Petaling
2018-01-10 16:00:00,63.565414,Petaling
2018-01-11 16:00:00,81.603806,Petaling
2018-01-12 16:00:00,76.44619,Petaling
2018-01-13 16:00:00,58.841152,Petaling
2018-01-14 16:00:00,44.185593,Petaling
